Date,1COVG.DE,AALB.AS,ABB.ST,ABI.BR,ABNd.AS,ACCP.PA,ACKB.BR,AD.AS,ADP.PA,ADSGn.DE,ADYEN.AS,AEGN.AS,AGES.BR,AIR.PA,AIRF.PA,AIRP.PA,AKE.PA,AKER.OL,AKRBP.OL,AKZO.AS,ALFA.ST,ALIVsdb.ST,ALSO.PA,ALTT.PA^D20,ALVG.DE,AM.PA,AMBUb.CO,AMG.AS,AMUN.PA,APAM.AS,ARDS.AS,ARGX.BR,ASMI.AS,ASML.AS,ASRNL.AS,ASSAb.ST,ATCA.AS^A21,ATCOa.ST,ATCOb.ST,ATOS.PA,AXAF.PA,AYV.PA,AZN.ST,BAKKA.OL,BAMN.AS,BAR.BR,BASFn.DE,BAYGn.DE,BEIG.DE,BESI.AS,DATE
2024-08-30,0,-2,0,-4,1,-4,0,4,-1,-4,-8,-5,-5,-8,6,-4,-5,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-12,-7,-2,,-2,,1,-4,-3,0,1,-1,-4,-3,-1,-4,-6,
2024-09-02,0,-2,0,-4,1,-4,0,4,-1,-4,-8,-5,-5,-8,6,-4,-5,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-12,-7,-2,,-2,,1,-5,-3,0,1,-1,-4,-4,-1,-4,-7,
2024-09-03,0,-2,0,-4,1,-4,0,4,-1,-4,-8,-5,-5,-8,5,-4,-5,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-12,-7,-2,,-2,,1,-5,-3,0,1,-1,-4,-5,-1,-4,-7,
2024-09-04,0,-2,0,-4,1,-4,0,4,-1,-4,-8,-5,-5,-8,5,-4,-5,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,-2,,-2,,1,-5,-3,0,1,-1,-4,-5,-1,-4,-7,
2024-09-05,0,-2,0,-4,1,-3,0,4,-1,-4,-8,-5,-5,-7,5,-3,-6,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,-1,,-2,,1,-5,-3,0,1,-1,-4,-5,-1,-4,-7,
2024-09-06,0,-2,0,-4,1,-3,0,4,-1,-4,-8,-5,-5,-7,5,-3,-6,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,-1,,-2,,1,-5,-3,0,1,-1,-4,-5,-2,-4,-7,
2024-09-09,0,-2,0,-4,1,-3,0,4,-1,-3,-8,-5,-5,-7,5,-3,-6,-1,-3,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,0,1,-1,-4,-5,-2,-4,-7,
2024-09-10,0,-2,0,-5,1,-3,0,4,-1,-3,-8,-5,-5,-7,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,0,1,-1,-4,-5,-2,-4,-7,
2024-09-11,0,-2,0,-5,1,-3,0,4,-1,-3,-8,-5,-5,-7,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-5,-2,-4,-7,
2024-09-12,0,-2,0,-5,0,-3,0,4,-1,-3,-8,-5,-5,-7,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-5,-2,-4,-7,
2024-09-13,0,-2,0,-5,0,-3,0,4,-1,-3,-7,-5,-5,-7,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-4,-2,-4,-7,
2024-09-14,0,-2,0,-5,0,-3,0,3,-1,-3,-7,-5,-5,-7,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-4,-2,-4,-7,
2024-09-16,0,-2,0,-5,0,-3,0,3,-1,-3,-7,-5,-4,-6,5,-3,-6,-1,-2,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-7,
2024-09-17,0,-2,0,-5,0,-3,0,3,-1,-3,-7,-5,-4,-6,5,-3,-6,-1,-1,1,2,0,3,,-4,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-7,
2024-09-18,0,-2,0,-5,0,-3,-1,3,-1,-3,-7,-5,-4,-6,5,-3,-6,-1,-1,1,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-7,
2024-09-19,0,-2,0,-5,0,-3,-1,3,-1,-3,-7,-5,-4,-6,4,-3,-6,-1,-1,1,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-7,
2024-09-20,0,-2,0,-5,0,-3,-1,3,-1,-3,-7,-5,-4,-6,4,-3,-6,-1,-1,1,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-10,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-7,
2024-09-23,0,-2,0,-5,0,-3,-1,2,-1,-3,-7,-5,-4,-6,4,-3,-6,-1,0,1,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-10,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-6,
2024-09-24,0,-2,0,-5,0,-3,-1,2,-1,-3,-7,-5,-4,-6,4,-3,-6,-2,-2,1,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-10,-7,0,,-1,,1,-5,-3,1,1,-1,-4,-2,-2,-4,-6,
2024-09-25,0,-2,0,-5,0,-3,-1,2,-1,-3,-7,-5,-4,-6,2,-3,-6,-2,-2,0,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-10,-7,0,,-1,,1,-6,-3,1,1,-1,-4,-2,-2,-4,-6,
2024-09-26,0,-2,0,-5,0,-3,-1,2,-1,-3,-7,-5,-4,-6,2,-3,-6,-2,-2,0,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-10,-7,0,,-1,,1,-6,-2,1,1,-1,-4,-2,-2,-4,-6,
2024-09-27,0,-2,0,-5,0,-3,-1,2,0,-3,-7,-5,-4,-6,2,-3,-6,-2,-2,0,2,0,3,,-5,0,1,0,-3,-1,1,-12,-4,-11,-7,0,,-1,,1,-6,-2,1,1,-1,-4,-2,-2,-4,-6,
2024-09-30,0,-2,0,-5,0,-3,-1,2,0,-4,-7,-5,-4,-6,2,-3,-6,-2,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-12,-4,-11,-7,0,,-1,,1,-7,-2,1,1,-1,-4,-4,-2,-4,-6,
2024-10-01,0,-2,0,-4,0,-3,-1,2,0,-4,-7,-5,-4,-6,1,-3,-6,-2,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-12,-4,-11,-7,0,,-1,,1,-7,-2,1,1,-1,-4,-4,-2,-4,-6,
2024-10-02,-1,-2,0,-4,0,-3,-1,2,0,-4,-7,-5,-4,-6,1,-3,-6,-2,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-12,-5,-11,-7,0,,-1,,1,-7,-2,1,1,-1,-4,-4,-2,-4,-7,
2024-10-04,-3,-2,0,-4,0,-3,-1,2,0,-4,-7,-5,-4,-6,1,-3,-6,-3,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-11,-5,-11,-7,0,,-1,,1,-7,-2,1,1,-1,-4,-4,-2,-4,-7,
2024-10-07,-3,-2,0,-4,0,-3,-1,1,0,-4,-7,-5,-4,-6,1,-3,-6,-3,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-11,-5,-11,-7,0,,-1,,1,-7,-2,1,0,-1,-4,-4,-2,-4,-7,
2024-10-08,-4,-2,0,-3,0,-3,-1,1,0,-4,-7,-5,-4,-6,1,-3,-6,-3,-2,0,2,0,3,,-6,0,1,0,-3,0,1,-11,-5,-11,-7,0,,-1,,1,-7,-2,1,0,-1,-4,-4,-2,-4,-7,
2024-10-09,-4,-2,0,-3,0,-3,-1,1,0,-4,-7,-5,-4,-6,1,-3,-6,-3,-2,0,2,0,3,,-6,0,1,0,-3,0,0,-11,-5,-11,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-4,-2,-4,-7,
2024-10-10,-4,-2,0,-3,0,-3,-1,1,-1,-4,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,3,,-5,0,1,0,-3,0,0,-11,-5,-11,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-4,-2,-4,-7,
2024-10-11,-4,-2,0,-3,0,-3,-1,1,-1,-4,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,3,,-5,0,1,0,-3,0,0,-11,-5,-12,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-4,-2,-4,-7,
2024-10-14,-4,-2,0,-3,0,-3,-1,1,-2,-4,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,0,0,-11,-5,-12,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-4,-2,-4,-7,
2024-10-15,-4,-2,0,-3,0,-3,-1,1,-2,-4,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,0,0,-11,-5,-12,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-3,-2,-4,-7,
2024-10-16,-4,-2,0,-3,0,-3,-1,1,-2,-4,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,0,0,-11,-5,-13,-7,0,,-1,,1,-7,-2,1,-1,-1,-4,-3,-2,-4,-7,
2024-10-17,-4,-2,0,-3,0,-3,-1,1,-2,-6,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-14,-7,0,,-1,,1,-7,-2,1,-1,-1,-3,-3,-2,-4,-7,
2024-10-18,-4,-2,-1,-3,0,-3,-1,0,-2,-6,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-14,-7,0,,-1,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-21,-4,-2,-1,-3,0,-3,-1,0,-2,-6,-7,-5,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,0,,-1,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-22,-4,-2,-1,-3,0,-3,-1,0,-1,-6,-7,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,0,,-1,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-23,-4,-2,-1,-3,0,-3,-1,0,-1,-5,-7,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,0,,-1,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-24,-4,-3,-1,-3,0,-3,-1,0,-1,-5,-7,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,1,,-1,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-25,-4,-3,-1,-3,0,-4,-1,0,-1,-5,-7,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,1,,-2,,1,-7,-2,1,-1,-1,-3,-1,-2,-4,-7,
2024-10-28,-4,-3,-1,-3,0,-4,-1,0,-1,-5,-8,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-10-29,-4,-3,-1,-3,0,-4,-1,0,-1,-5,-8,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-5,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-10-30,-4,-3,-1,-3,0,-4,-1,0,-1,-5,-8,-6,-4,-6,0,-3,-6,-3,-2,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-10-31,-4,-3,-1,-4,0,-4,-1,0,-1,-5,-8,-6,-4,-5,0,-3,-7,-3,-1,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-11-04,-4,-3,-1,-5,0,-4,-1,0,-1,-5,-8,-6,-5,-5,0,-3,-7,-3,-1,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-11-05,-4,-3,-1,-5,0,-4,-1,0,-1,-5,-8,-6,-5,-5,1,-3,-7,-3,-1,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-11-06,-4,-3,-1,-5,0,-5,-1,0,-1,-5,-8,-6,-5,-5,1,-3,-6,-3,-1,0,2,0,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-11-07,-4,-3,-1,-5,0,-5,-1,0,-1,-5,-8,-6,-5,-5,2,-3,-6,-3,-1,0,2,-1,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,1,0,-1,-3,-1,-2,-4,-7,
2024-11-08,-4,-3,-1,-5,0,-5,-1,0,-1,-5,-8,-6,-5,-5,2,-3,-6,-3,-1,0,2,-1,2,,-5,0,1,0,-3,-1,0,-11,-6,-13,-7,1,,-2,,1,-7,-2,0,0,-1,-3,-1,-2,-4,-7,
2024-11-11,-4,-3,-1,-5,0,-5,-1,0,-1,-5,-7,-6,-5,-5,2,-3,-6,-3,-1,0,3,-1,2,,-5,0,1,0,-3,-1,0,-11,-7,-12,-7,1,,-2,,1,-7,-2,0,0,-1,-3,0,-2,-4,-7,
2024-11-13,-4,-3,-1,-5,0,-5,-1,0,-1,-5,-7,-6,-4,-5,2,-1,-6,-3,-1,0,3,-1,2,,-5,0,1,0,-3,-1,0,-11,-7,-12,-7,1,,-2,,1,-7,-2,-2,0,-1,-3,1,-2,-4,-7,
2024-11-14,-4,-3,-1,-5,1,-5,-1,0,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,0,2,-1,2,,-5,0,1,0,-3,-1,0,-11,-7,-12,-7,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-2,-4,-7,
2024-11-15,-4,-3,-1,-5,1,-5,-1,0,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,0,2,-1,2,,-5,0,1,0,-3,-2,0,-11,-7,-12,-7,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-2,-4,-7,
2024-11-18,-4,-3,-1,-5,1,-5,-1,-1,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,1,2,-1,1,,-5,0,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-19,-4,-3,-1,-5,1,-5,-1,-1,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,1,2,-1,1,,-5,0,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-20,-4,-3,-1,-5,1,-5,-1,-1,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,1,2,-1,1,,-5,0,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,0,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-21,-4,-3,-1,-5,1,-5,0,-1,-1,-5,-7,-6,-4,-5,2,-1,-6,-4,-2,1,2,-1,1,,-5,0,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-22,-4,-3,-1,-5,1,-5,0,-1,-1,-5,-8,-7,-4,-5,2,-1,-6,-4,-2,1,2,-1,1,,-5,0,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-25,-4,-3,-1,-5,1,-5,0,-1,-1,-5,-9,-7,-4,-5,2,-1,-6,-4,-2,1,1,-1,1,,-5,-1,1,0,-3,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-26,-4,-3,-1,-5,1,-5,0,-1,-1,-5,-9,-7,-4,-5,2,-1,-5,-4,-2,1,1,-1,1,,-5,-1,1,0,-1,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-4,-7,
2024-11-27,-3,-3,-1,-5,1,-5,0,-1,-1,-5,-9,-7,-4,-5,2,-1,-5,-4,-2,1,1,-1,1,,-5,-1,1,0,-1,-2,0,-11,-7,-12,-8,1,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-5,-7,
2024-11-28,-3,-3,-1,-5,1,-5,0,-1,-1,-5,-9,-7,-4,-5,2,-1,-5,-4,-2,1,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-7,-12,-8,0,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-5,-7,
2024-11-29,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-4,-5,2,-1,-5,-4,-2,1,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-7,-12,-8,0,,-2,,1,-7,-2,-3,0,-1,-3,1,-1,-5,-7,
2024-12-02,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-4,-5,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-7,-12,-8,0,,-2,,1,-7,-2,-3,0,-1,-3,2,-1,-5,-7,
2024-12-03,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-4,-5,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-8,0,,-2,,1,-7,-2,-3,0,-1,-3,2,-1,-5,-7,
2024-12-04,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-5,-5,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-2,,1,-7,-2,-3,0,-1,-3,2,-1,-5,-6,
2024-12-09,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-5,-5,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,3,-1,-5,-6,
2024-12-10,-3,-3,-1,-5,1,-6,0,-1,-1,-5,-9,-6,-5,-4,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,3,-1,-5,-6,
2024-12-11,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-4,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,3,-1,-5,-6,
2024-12-12,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-4,2,-2,-5,-4,-2,0,2,-1,1,,-5,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-13,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-4,2,-2,-5,-4,-2,0,2,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-16,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-5,2,-2,-5,-4,-2,0,2,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-17,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,2,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-18,-3,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-19,-2,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,-1,-5,-6,
2024-12-20,-1,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,-1,-5,-6,
2024-12-26,-1,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,-1,-5,-6,
2024-12-31,-1,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,0,-5,-6,
2025-01-01,-1,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,0,-5,-6,
2025-01-03,-1,-3,-1,-4,2,-6,0,-1,0,-5,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,0,-4,-6,
2025-01-06,-1,-3,-1,-3,2,-6,0,-1,0,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,1,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-4,4,0,-4,-6,
2025-01-07,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,1,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-1,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,0,-4,-6,
2025-01-08,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,1,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-11,-6,-12,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,0,-2,-7,
2025-01-09,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,1,-2,-5,-4,-2,0,1,-1,2,,-6,-1,0,0,-2,-2,0,-11,-6,-12,-9,0,,-4,,1,-7,-2,-3,0,-1,-3,4,0,-2,-7,
2025-01-13,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,1,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-11,-6,-13,-9,0,,-4,,1,-7,-2,-3,0,-1,-3,4,0,-2,-7,
2025-01-14,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,1,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-11,-6,-13,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,0,-1,-6,
2025-01-15,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-11,-6,-13,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,4,0,-1,-6,
2025-01-16,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-11,-6,-13,-9,0,,-3,,1,-7,-2,-3,-1,-1,-3,4,0,-1,-6,
2025-01-17,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-10,-6,-13,-9,0,,-3,,1,-7,-2,-3,-1,-1,-3,4,0,-1,-6,
2025-01-20,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-10,-6,-13,-9,0,,-3,,1,-7,-2,-3,0,-1,-3,3,0,-1,-6,
2025-01-21,-1,-3,-1,-3,2,-6,0,-1,1,-4,-9,-6,-5,-6,2,-2,-5,-4,-2,0,1,-1,2,,-6,-1,1,0,-2,-2,0,-10,-6,-13,-9,0,,-4,,1,-7,-2,-3,0,-1,-3,3,0,-1,-6,
