Date,1COVG.DE,AALB.AS,ABB.ST,ABI.BR,ABNd.AS,ACCP.PA,ACKB.BR,AD.AS,ADP.PA,ADSGn.DE,ADYEN.AS,AEGN.AS,AGES.BR,AIR.PA,AIRF.PA,AIRP.PA,AKE.PA,AKER.OL,AKRBP.OL,AKZO.AS,ALFA.ST,ALIVsdb.ST,ALSO.PA,ALTT.PA^D20,ALVG.DE,AM.PA,AMBUb.CO,AMG.AS,AMUN.PA,APAM.AS,ARDS.AS,ARGX.BR,ASMI.AS,ASML.AS,ASRNL.AS,ASSAb.ST,ATCA.AS^A21,ATCOa.ST,ATCOb.ST,ATOS.PA,AXAF.PA,AYV.PA,AZN.ST,BAKKA.OL,BAMN.AS,BAR.BR,BASFn.DE,BAYGn.DE,BEIG.DE,BESI.AS,DATE
2025-06-16,-1,-3,-2,-7,-3,-3,0,-2,-1,-3,-11,-6,-5,-3,3,-2,-4,-5,2,-3,-1,-2,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-4,0,,-1,,0,-7,-1,-3,-2,-1,-4,1,-1,2,-6,
2025-06-18,-1,-3,-2,-7,-3,-3,0,-2,-1,-3,-11,-6,-5,-3,3,-2,-4,-5,2,-3,-1,-2,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-4,0,,-1,,0,-7,-1,-3,-2,-1,-4,1,-1,1,-6,
2025-06-19,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-4,-5,2,-3,-1,-3,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-4,0,,-1,,0,-7,-1,-3,-2,-1,-4,1,-1,1,-6,
2025-06-20,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-4,-5,1,-3,-1,-3,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-4,0,,-1,,0,-7,-1,-3,-2,-1,-4,1,-1,1,-6,
2025-06-23,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-4,-5,1,-3,-1,-3,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-4,0,,-1,,0,-7,-2,-3,-2,-1,-4,1,-1,1,-6,
2025-06-24,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-4,-5,1,-3,-1,-3,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-5,0,,-1,,0,-7,-2,-3,-2,-1,-4,1,-1,2,-6,
2025-06-25,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-5,-5,2,-3,-1,-3,2,,1,1,-2,0,-1,0,0,-7,-6,-9,-5,0,,-1,,0,-7,-2,-3,-2,-1,-4,1,-1,2,-6,
2025-06-26,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-5,-5,2,-3,-1,-3,2,,1,1,-2,-1,-1,0,0,-7,-7,-10,-5,0,,-1,,0,-7,-2,-3,-2,-1,-4,1,-1,2,-6,
2025-06-27,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-5,-5,2,-4,-1,-3,2,,1,1,-2,-1,-1,0,0,-7,-7,-10,-5,0,,-1,,0,-7,-2,-3,-2,-1,-4,1,-1,2,-6,
2025-06-30,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-11,-6,-5,-3,2,-2,-5,-5,2,-5,-1,-3,2,,1,1,-2,-1,-1,0,0,-7,-8,-10,-5,0,,-1,,0,-6,-2,-3,-2,-1,-4,0,-1,2,-6,
2025-07-01,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-10,-6,-5,-3,2,-2,-5,-5,2,-5,-1,-3,2,,1,1,-2,-1,-1,0,0,-7,-8,-10,-5,0,,-1,,-1,-6,-2,-3,-2,-1,-4,0,-1,2,-6,
2025-07-02,-1,-3,-2,-7,-3,-3,1,-2,-1,-3,-10,-6,-5,-3,2,-2,-5,-5,2,-5,-1,-2,2,,1,1,-2,-1,-1,0,0,-7,-8,-10,-4,0,,-1,,-1,-6,-2,-3,-2,-1,-4,0,-1,2,-6,
2025-07-03,-1,-3,-2,-7,-1,-3,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-5,-5,2,-5,-1,-2,2,,1,1,-2,-1,-1,0,0,-7,-8,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,0,-1,2,-6,
2025-07-07,-1,-3,-2,-8,-1,-3,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-5,-5,2,-4,-1,-2,2,,1,1,-2,-1,-1,0,0,-6,-7,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,2,-6,
2025-07-08,-1,-3,-2,-8,-1,-4,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-4,-5,2,-4,-1,-2,2,,1,1,-2,-1,-1,0,0,-7,-7,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,2,-6,
2025-07-10,-1,-3,-2,-8,-1,-4,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-4,-5,2,-4,-1,-2,2,,1,1,-2,-1,-1,-1,0,-7,-7,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,2,-6,
2025-07-11,-1,-3,-2,-8,-1,-4,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-4,-5,2,-4,-1,-2,1,,1,1,-2,-1,-1,-1,0,-7,-7,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,2,-6,
2025-07-13,-1,-3,-2,-8,-1,-4,1,-2,-1,-3,-9,-6,-5,-3,2,-2,-4,-5,2,-4,-1,-2,1,,1,1,-2,-1,-1,-1,0,-7,-7,-10,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,3,-6,
2025-07-14,-1,-3,-2,-8,-1,-4,1,-2,-1,-4,-9,-6,-5,-3,2,-2,-4,-5,2,-4,-1,-2,1,,1,1,-2,-1,-1,-1,0,-6,-7,-11,-4,0,,-1,,-1,-7,-2,-3,-2,-1,-4,2,-1,3,-6,
2025-07-15,-1,-3,-2,-8,-1,-4,1,-2,-1,-3,-8,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-2,1,,1,2,-2,-1,-1,-1,0,-6,-9,-10,-4,0,,-1,,-1,-7,-1,-3,-2,-1,-4,3,-1,3,-5,
2025-07-16,-1,-3,-2,-8,-1,-4,1,-2,0,-3,-8,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-2,1,,1,2,-2,-1,-1,-1,0,-6,-9,-12,-4,0,,-1,,-1,-7,-1,-3,-2,0,-3,3,-1,3,-5,
2025-07-17,-1,-3,-2,-8,-1,-4,1,-2,0,-3,-8,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-2,1,,1,2,-2,-1,-1,-1,0,-6,-9,-13,-4,0,,-1,,-1,-7,-1,-3,-2,0,-3,3,-1,3,-5,
2025-07-18,-1,-3,-2,-8,-1,-4,1,-2,0,-3,-8,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-2,1,,1,2,-2,-1,-1,-1,0,-6,-9,-13,-4,0,,-1,,-1,-7,-1,-3,-2,0,-3,3,-1,3,-5,
2025-07-21,-1,-3,-2,-8,-1,-4,1,-2,0,-3,-8,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-1,1,,1,2,-2,-1,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-1,-3,-2,0,-3,3,-1,3,-5,
2025-07-22,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-2,-3,-5,2,-4,0,-1,1,,1,2,-2,-1,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-1,-3,-2,0,-3,3,-1,3,-5,
2025-07-23,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-1,1,,1,2,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,3,-5,
2025-07-24,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-2,-3,-5,2,-4,-1,-1,1,,1,2,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,3,-4,
2025-07-25,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-2,-3,-5,1,-4,-1,-1,1,,1,2,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,2,-1,3,-4,
2025-07-28,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-2,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,2,-2,3,-4,
2025-07-29,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-3,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,2,-2,3,-4,
2025-07-31,-1,-3,-2,-7,-1,-4,1,-2,0,-3,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,2,-2,3,-4,
2025-08-01,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-6,-9,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,3,-4,
2025-08-04,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-8,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,3,-4,
2025-08-06,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,3,-4,
2025-08-07,-2,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,2,-4,
2025-08-09,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,2,-4,
2025-08-12,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,2,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-3,0,-3,3,-1,2,-4,
2025-08-13,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-2,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-3,0,-3,3,-1,2,-4,
2025-08-14,-1,-3,-2,-7,-1,-3,1,-2,0,-5,-9,-6,-5,-3,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-3,0,-3,3,-1,2,-4,
2025-08-18,-1,-3,-2,-6,-1,-3,1,-2,0,-5,-9,-6,-5,-3,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,3,-1,2,-4,
2025-08-19,-1,-3,-2,-5,-1,-3,1,-2,0,-3,-9,-6,-5,-3,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-4,0,,-2,,-1,-7,-2,-3,-2,0,-3,1,0,2,-4,
2025-08-20,-1,-3,-2,-5,-1,-3,1,-2,0,-3,-9,-6,-5,-3,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-5,0,,-2,,-1,-7,-2,-3,-2,0,-3,1,0,2,-4,
2025-08-21,-1,-3,-2,-5,-1,-3,1,-1,0,-3,-9,-6,-5,-3,1,-3,-3,-5,1,-4,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-12,-5,-1,,-2,,-1,-7,-2,-3,-2,0,-3,1,0,2,-4,
2025-08-25,-1,-3,-2,-5,-1,-3,1,-1,0,-2,-10,-6,-5,-3,1,-3,-3,-5,1,-5,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-13,-5,-1,,-2,,-1,-7,-2,-3,-2,0,-3,1,0,2,-4,
2025-08-27,-1,-3,-2,-5,-1,-3,1,-1,0,-2,-10,-6,-5,-3,1,-3,-3,-5,1,-5,-1,-1,1,,1,3,-2,0,-1,-1,0,-7,-8,-13,-5,-1,,-2,,-1,-7,-2,-3,-1,0,-3,1,0,2,-4,
2025-08-29,-1,-3,-1,-5,-1,-3,1,-1,0,-2,-10,-6,-5,-3,1,-3,-3,-4,1,-5,0,-1,1,,1,3,-1,0,-1,-1,0,-7,-8,-13,-5,-1,,-1,,-1,-7,-3,-2,0,0,-3,1,0,2,-4,
2025-09-01,-1,-3,-1,-6,-1,-3,1,-1,0,-2,-10,-6,-5,-3,1,-3,-3,-4,1,-5,0,-1,1,,1,3,-1,0,-1,-1,0,-7,-8,-12,-5,-1,,-1,,-1,-7,-3,-2,0,0,-3,1,0,2,-4,
2025-09-02,-1,-3,-1,-6,-1,-3,1,-1,0,-2,-10,-6,-5,-3,1,-3,-3,-4,1,-5,0,-1,1,,1,3,-1,0,-1,-1,0,-7,-8,-12,-5,-1,,-1,,-1,-7,-3,-2,0,0,-3,1,0,2,-4,
2025-09-03,-1,-3,-1,-6,-1,-3,1,-1,0,-1,-10,-6,-5,-3,1,-3,-3,-4,1,-5,0,-1,1,,1,3,-1,0,-1,-1,0,-7,-8,-11,-5,-1,,-1,,-1,-6,-3,-2,0,0,-3,1,0,2,-4,
2025-09-04,-1,-3,-1,-6,-1,-3,1,-1,0,-1,-10,-6,-5,-4,1,-3,-3,-4,1,-5,0,-1,1,,1,2,-1,0,-1,-1,0,-7,-8,-12,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,1,0,2,-4,
2025-09-05,-1,-3,-1,-6,-1,-3,1,-1,0,-1,-10,-5,-5,-4,1,-3,-3,-4,1,-5,0,-1,1,,1,2,-1,0,-1,-1,0,-7,-8,-12,-4,-1,,-2,,-1,-6,-3,-2,0,0,-3,1,0,2,-4,
2025-09-08,-1,-3,-1,-5,-1,-3,1,-1,0,-1,-10,-6,-5,-4,1,-3,-3,-4,1,-5,0,-1,1,,1,2,-1,0,-1,-1,0,-7,-8,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,1,0,2,-4,
2025-09-10,-1,-3,-1,-5,-1,-3,1,-1,0,-1,-10,-6,-5,-4,1,-3,-3,-4,1,-5,0,-1,1,,1,2,-1,0,-1,-1,0,-7,-8,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,2,0,2,-4,
2025-09-11,-1,-3,-1,-5,-2,-3,1,-1,0,-1,-10,-6,-5,-4,1,-4,-3,-4,1,-5,0,-1,1,,1,2,-1,0,-1,-1,0,-6,-8,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,2,0,2,-4,
2025-09-15,-1,-3,-1,-5,-2,-3,1,-1,0,-1,-9,-6,-5,-4,1,-4,-3,-4,1,-6,0,-1,1,,1,2,-1,0,-1,-1,0,-6,-8,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,2,0,2,-4,
2025-09-16,-1,-3,-1,-5,-2,-3,1,-1,0,-1,-8,-6,-5,-4,1,-4,-3,-4,1,-6,0,-1,1,,1,2,-1,0,-1,-1,0,-6,-9,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,2,0,1,-4,
2025-09-18,-1,-3,-1,-5,-2,-3,1,-1,0,-1,-8,-6,-5,-4,1,-3,-3,-4,1,-6,0,-1,1,,1,2,-1,0,-1,-1,0,-6,-9,-14,-5,-1,,-2,,-1,-6,-3,-2,0,0,-3,3,0,1,-4,
2025-09-19,-1,-3,-1,-5,-2,-3,1,-1,0,-1,-8,-6,-5,-5,1,-3,-3,-4,1,-6,0,-1,1,,1,4,-1,0,-1,-1,0,-6,-9,-14,-4,-1,,-2,,-1,-6,-3,-2,0,0,-3,3,0,1,-4,
2025-09-21,-1,-3,-1,-5,-2,-3,1,0,0,-1,-8,-6,-5,-5,1,-3,-3,-4,1,-6,0,-1,1,,1,4,-1,0,-1,-1,0,-6,-9,-14,-4,-1,,-2,,-1,-6,-3,-2,0,0,-3,3,0,1,-4,
2025-09-22,-1,-3,-1,-5,-3,-3,1,0,0,-1,-9,-6,-5,-5,1,-3,-3,-4,1,-6,0,-1,1,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-3,-2,0,0,-3,4,0,1,-4,
2025-09-24,-1,-3,-1,-5,-3,-3,1,0,0,-1,-9,-6,-5,-5,1,-3,-3,-4,1,-6,0,-1,1,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-3,-2,0,0,-3,4,0,1,-4,
2025-09-26,-1,-3,-1,-5,-3,-3,1,0,0,-1,-9,-6,-5,-4,1,-3,-3,-4,1,-6,0,-2,1,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-4,-2,0,0,-3,4,0,1,-4,
2025-09-29,-1,-3,-2,-6,-2,-3,1,0,0,-1,-9,-6,-5,-4,1,-3,-3,-4,1,-6,0,-2,1,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-4,-2,0,0,-3,4,0,1,-4,
2025-10-01,-1,-3,-2,-6,-2,-3,1,0,0,-2,-9,-6,-5,-4,1,-3,-3,-4,1,-5,0,-2,1,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-4,-2,0,0,-3,4,0,1,-4,
2025-10-02,-1,-3,-2,-6,-2,-3,1,0,0,-2,-9,-6,-5,-4,1,-3,-3,-4,1,-5,0,-2,0,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-4,-2,0,0,-3,4,0,1,-4,
2025-10-03,-1,-3,-2,-6,-4,-3,1,0,0,-2,-9,-6,-5,-4,1,-3,-3,-4,1,-5,0,-2,0,,1,4,-1,0,-1,-1,0,-6,-10,-15,-4,-1,,-2,,-1,-6,-4,-2,0,0,-3,4,0,1,-4,
2025-10-06,-1,-3,-2,-6,-4,-3,1,0,0,-2,-9,-6,-5,-4,1,-2,-4,-4,1,-5,-1,-2,0,,1,4,-1,0,-1,-1,0,-6,-10,-16,-4,-1,,-2,,-1,-6,-4,-2,-1,0,-3,4,0,1,-4,
2025-10-07,-1,-3,-2,-6,-4,-3,1,0,0,-2,-10,-6,-5,-4,1,-2,-4,-4,1,-5,-1,-2,0,,1,4,0,0,-1,-1,0,-6,-10,-16,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,3,0,1,-4,
2025-10-09,-1,-3,-2,-7,-4,-3,1,0,0,-2,-10,-6,-5,-4,1,-2,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-16,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,3,0,1,-4,
2025-10-10,-1,-3,-2,-7,-4,-3,1,0,0,-2,-10,-6,-5,-4,1,-2,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-11,-15,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,1,0,1,-4,
2025-10-13,-1,-3,-2,-7,-4,-3,1,0,0,-2,-10,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,2,0,1,-4,
2025-10-14,-1,-3,-2,-7,-4,-3,1,0,0,-3,-10,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,4,0,1,-4,
2025-10-15,-1,-3,-2,-7,-4,-3,1,0,0,-3,-10,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-2,-1,0,-3,5,0,1,-4,
2025-10-16,-1,-3,-2,-7,-4,-3,1,-1,0,-3,-10,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-2,-1,1,-3,5,0,1,-4,
2025-10-20,-1,-3,-2,-7,-4,-3,1,-1,-2,-3,-10,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-2,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-3,-1,1,-3,5,0,1,-4,
2025-10-21,-1,-3,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-1,-6,-4,-3,-1,1,-3,5,0,1,-4,
2025-10-22,-1,-3,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,-1,,-2,,-2,-6,-4,-3,-1,1,-3,5,0,1,-4,
2025-10-23,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,0,,-2,,-2,-6,-4,-3,-1,1,-3,5,0,1,-4,
2025-10-27,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,0,-6,-10,-15,-3,0,,-2,,-2,-6,-4,-3,-1,2,-3,5,0,1,-4,
2025-10-28,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-4,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,0,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-1,2,-3,5,0,1,-4,
2025-10-30,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-5,1,-3,-4,-4,2,-5,-1,-3,-1,,1,4,0,0,-1,-1,1,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-1,2,-3,5,0,1,-4,
2025-11-03,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-5,1,-3,-4,-4,2,-5,-1,-3,-1,,2,4,0,0,-1,-1,1,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-1,2,-3,5,0,1,-4,
2025-11-04,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-5,1,-3,-4,-4,2,-4,-1,-3,-1,,2,4,0,0,-1,-1,1,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-1,2,-3,5,0,1,-4,
2025-11-05,-1,-2,-2,-7,-4,-3,1,-1,-2,-3,-11,-6,-5,-5,1,-3,-4,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-1,1,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-06,-1,-2,-2,-7,-4,-3,1,0,-2,-3,-11,-6,-5,-5,-1,-3,-4,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-1,1,-6,-11,-15,-3,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-07,-1,-2,-2,-7,-4,-3,1,0,-2,-3,-11,-6,-5,-5,-1,-3,-4,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-2,1,-6,-10,-16,-3,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-10,-1,-2,-2,-7,-4,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-4,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-1,1,-6,-10,-16,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-11,-1,-2,-2,-7,-4,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-3,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-1,1,-6,-10,-16,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-12,-1,-1,-2,-7,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-3,-4,2,-4,-1,-3,-1,,2,4,0,0,0,-1,1,-6,-10,-16,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-13,-1,-1,-2,-7,-5,-3,0,0,-2,-2,-11,-6,-5,-5,-1,-3,-3,-4,2,-4,-1,-3,0,,2,4,0,0,0,-1,1,-6,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-17,-1,-1,-2,-7,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-3,-4,2,-4,-1,-3,0,,2,4,0,0,0,-1,2,-6,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-18,-1,-1,-2,-7,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-3,-4,2,-3,-1,-3,0,,2,4,0,0,0,-1,2,-6,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-20,-1,-1,-2,-7,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-3,-4,2,-3,-1,-3,0,,2,3,0,0,0,-1,2,-6,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,5,0,1,-4,
2025-11-24,-1,-1,-2,-7,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-2,-4,2,-3,-1,-3,0,,2,3,0,0,0,-1,2,-7,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,6,0,1,-4,
2025-11-28,-1,-1,-2,-6,-5,-3,0,0,-2,-3,-11,-6,-5,-5,-1,-3,-2,-4,2,-3,-1,-3,0,,2,3,0,0,0,-1,2,-7,-11,-17,-4,0,,0,,-2,-6,-4,-3,-2,2,-3,6,0,1,-4,
